tienda,categoria,marca,nombre,tipo,precio_sin_desc,descuento,precio_con_desc,valoracion,num_valoraciones
perfumes24h,hombre,hermès,un jardin sur le nil,eau de toilette,61.0,34.51,39.95,5.0,2
perfumes24h,hombre,lattafa,ameer al oudh,eau de parfum,26.0,46.19,13.99,5.0,2
perfumes24h,hombre,jean paul gaultier,scandal pour homme le parfum,parfum,85.5,35.73,54.95,5.0,1
perfumes24h,hombre,tom ford,ombre leather parfum,parfum,214.49,41.74,124.96,5.0,1
perfumes24h,hombre,acqua di selva,acqua di selva,eau de cologne,34.0,53.09,15.95,5.0,3
perfumes24h,hombre,axe,set axe dark temptation 100ml + deodorant spray 150ml + neceser,eau de toilette,16.0,19.06,12.95,5.0,3
perfumes24h,hombre,armaf,club de nuit sillage,eau de parfum,85.0,53.0,39.95,3.0,2
perfumes24h,hombre,dior,eau sauvage,eau de toilette,176.0,50.03,87.95,4.7,3
perfumes24h,hombre,alvarez gomez,agua de colonia concentrada eau d’ orange,eau de cologne,6.0,50.33,2.98,4.7,3
perfumes24h,hombre,kenzo,kenzo power,eau de toilette,75.0,33.4,49.95,4.7,3
perfumes24h,hombre,cuba,cuba gold,eau de toilette,10.0,20.5,7.95,4.7,3
perfumes24h,hombre,jean paul gaultier,set le male 125ml + gel 75ml + deodorant 150ml,eau de toilette,89.0,13.54,76.95,4.7,3
perfumes24h,hombre,angel schlesser,les eaux d'un instant immense peony,eau de toilette,37.75,20.66,29.95,5.0,1
perfumes24h,hombre,narciso rodriguez,set bleu noir for him 100ml + 10ml + all-over shower gel 50ml,eau de parfum,120.0,41.71,69.95,5.0,1
perfumes24h,hombre,givenchy,givenchy gentleman,eau de toilette,78.0,28.27,55.95,5.0,3
perfumes24h,hombre,bvlgari,eau parfumée au thé vert,parfum,80.0,18.81,64.95,5.0,1
